Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:6vWEAOUSxohKxhp0K1BsxL,"Mixed Personalities (feat. Kanye West)","We All Shine","YNW Melly,Kanye West",2019-01-18,230400,72,true,,2019-12-12T19:26:06Z,"rap melódico,rap","P2019",0.661,0.44,2,-9.104,1,0.0803,0.457,0,0.128,0.352,149.937,4
spotify:track:5hVghJ4KaYES3BFUATCYn0,"EARFQUAKE","IGOR","Tyler The Creator",2019-05-17,190066,83,true,,2019-12-12T19:26:06Z,"","Columbia",0.554,0.498,9,-8.866,1,0.0685,0.23,0.00000598,0.795,0.413,79.635,4
spotify:track:0vg4WnUWvze6pBOJDTq99k,"You're Beautiful","Back to Bedlam","James Blunt",2005-08-08,209493,80,true,,2019-12-12T19:26:06Z,"","Custard/Atlantic",0.675,0.479,0,-9.87,0,0.0278,0.633,0.0000176,0.088,0.454,81.998,4
spotify:track:54yT3t8hSaJUvdHer3ZaB1,"Alexis","Trap Jack 2","Joey Trap",2017-10-08,83000,0,true,,2019-12-12T19:26:06Z,"","Kloud Gang Entertainment",0.839,0.539,0,-9.238,1,0.0926,0.741,0,0.0966,0.645,124.921,4
spotify:track:1KWLyoPChJrBQFscO8NW8D,"STOOPID","DUMMY BOY","6ix9ine,Bobby Shmurda",2018-11-27,143250,0,true,,2019-12-12T19:26:06Z,"","Create Music Group",0.724,0.685,3,-4.068,0,0.321,0.114,0,0.1,0.862,150.016,4
spotify:track:5QvBXUm5MglLJ3iBfTX2Wo,"RUNNING OUT OF TIME","IGOR","Tyler The Creator",2019-05-17,177226,79,true,,2019-12-12T19:26:06Z,"","Columbia",0.36,0.391,6,-10.6,1,0.0528,0.296,0.000406,0.129,0.162,84.281,4
spotify:track:1kBbgxAUc4HQv7cgIayIDH,"Ransom","Ransom","Lil Tecca",2019-06-04,131280,3,true,,2019-12-12T19:26:06Z,"rap melódico,rap","Galactic Records/Republic Records",0.745,0.642,7,-6.257,0,0.287,0.0204,0,0.0658,0.226,179.974,4
spotify:track:3oh6SCCeLuXhFpEyepla6G,"Thotiana","Famous Cryp","Blueface",2018-12-18,129264,0,true,,2019-12-12T19:26:06Z,"","eOne Music",0.906,0.382,10,-12.89,0,0.269,0.18,0,0.113,0.391,104.025,4
spotify:track:2HDfbyb9LZStAYzyZK8Hld,"Sentimento Safari","Sentimento Safari","Julinho Ksd",2019-05-17,204414,0,true,,2019-12-12T19:26:06Z,"hip-hop português,punta,quizomba","BdG Records",0.807,0.814,8,-7.715,0,0.342,0.148,0,0.0847,0.727,103.132,4
spotify:track:0fv2KH6hac06J86hBUTcSf,"NEW MAGIC WAND","IGOR","Tyler The Creator",2019-05-17,195320,82,true,,2019-12-12T19:26:06Z,"","Columbia",0.621,0.73,5,-5.414,0,0.107,0.0967,0.000131,0.673,0.464,139.566,4
spotify:track:7oJrVhiTPZGBXWPwhxjy9S,"Lust","Life of a Dark Rose","Lil Skies",2017-12-12,156000,76,true,,2019-12-12T19:26:06Z,"rap melódico","All We Got Ent.",0.718,0.767,9,-5.641,1,0.166,0.138,0,0.114,0.519,160.084,4
spotify:track:01Bv1YneHGeLCPjfclyaZI,"Até Já","Até Já","Piruka",2019-05-31,259140,26,true,,2019-12-12T19:26:06Z,"hip-hop português","808 Agency",0.713,0.677,10,-7.824,0,0.392,0.604,0,0.125,0.872,125.186,4
spotify:track:78QR3Wp35dqAhFEc2qAGjE,"Drip Too Hard (Lil Baby & Gunna)","Drip Harder","Lil Baby,Gunna",2018-10-05,145542,83,true,,2019-12-12T19:26:06Z,"rap melódico","Quality Control Music/Young Stoner Life Records, a 300 Entertainment Label/Motown Records/Capitol Records",0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.39,112.509,4
spotify:track:51RN0kzWd7xeR4th5HsEtW,"IGOR'S THEME","IGOR","Tyler The Creator",2019-05-17,200693,72,false,,2019-12-12T19:26:06Z,"","Columbia",0.467,0.672,10,-7.371,0,0.377,0.00559,0.243,0.607,0.0648,163.1,4
spotify:track:7ms3VzLTfr7fXNOqA4Mkx9,"Creeping (feat. Rich the Kid)","Creeping (feat. Rich the Kid)","Lil Skies,Rich The Kid",2018-03-23,179830,61,true,,2019-12-12T19:26:06Z,"rap melódico,trap","All We Got Ent.",0.729,0.687,8,-8.06,0,0.25,0.0108,0,0.162,0.683,160.085,4
spotify:track:22nyEAEM29tcBRhukR089b,"Icon","SYRE","Jaden",2017-11-17,220995,67,true,,2019-12-12T19:26:06Z,"","MSFTS/Roc Nation",0.786,0.82,9,-5.093,0,0.232,0.222,0,0.575,0.49,119.982,4
spotify:track:6vN77lE9LK6HP2DewaN6HZ,"Yes Indeed","Harder Than Ever","Lil Baby,Drake",2018-05-18,142273,80,true,,2019-12-12T19:26:06Z,"rap","Quality Control Music, LLC",0.963,0.346,5,-9.309,0,0.53,0.0355,0,0.108,0.562,119.957,4
spotify:track:43iloSMNjOYqR5207cnqhO,"Oh Wow","Oh Wow","Roy Purdy",2018-08-22,133917,37,true,,2019-12-12T19:26:06Z,"","ROY PURDY",0.764,0.697,1,-4.598,1,0.0535,0.108,0,0.14,0.576,96.928,4
spotify:track:1f5cbQtDrykjarZVrShaDI,"Drowning (feat. Kodak Black)","The Bigger Artist","A Boogie Wit da Hoodie,Kodak Black",2017-09-29,209269,79,true,,2019-12-12T19:26:06Z,"rap melódico","Highbridge The Label",0.839,0.81,5,-5.274,0,0.0568,0.501,0,0.117,0.814,129.014,4
spotify:track:00qMBaXdcR66Up91ZYl2dP,"Wendy","Willy the Kid","Shotgun Willy,Yung Craka",2019-04-06,160257,54,true,,2019-12-12T19:26:06Z,"","Shotgun Willy",0.795,0.471,2,-11.465,0,0.116,0.205,0,0.106,0.55,120.128,4
spotify:track:1ZAyjvIk9YiD76yYy0TEG6,"Plug Walk","The World Is Yours","Rich The Kid",2018-03-30,175229,71,true,,2019-12-12T19:26:06Z,"trap","Rich The Kid / (TDE/ISR PS)",0.872,0.519,11,-6.531,1,0.177,0.203,0,0.108,0.154,95.006,4
spotify:track:37M00uZSz6smSxZ7pHchuh,"Impec","Deepak Looper","Papillon",2018-03-21,193492,56,false,,2019-12-12T19:26:06Z,"hip-hop português","Sente Isto",0.799,0.232,4,-15.807,1,0.0486,0.436,0,0.105,0.692,105.099,4
