Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:1qxEgDaF7pvtU84PK5ZaUP,"pompeii - sped up + reverb","pompeii - sped up + reverb","pearl,fast forward >>,Tazzy",2022-06-10,184229,54,false,,2025-05-24T23:51:26Z,"hipertecno,hardstyle,nightcore","Afterpeak Music Group",0.521,0.703,0,-9.181,1,0.0704,0.206,0,0.0562,0.56,152.21,4
spotify:track:0eqH0ALoDQevq59YcQ53KE,"Hollaback Girl","Love. Angel. Music. Baby.","Gwen Stefani",2004-11-12,199853,75,true,,2025-05-24T23:51:23Z,"","Interscope",0.926,0.916,10,-2.221,0,0.0929,0.35,0.00000601,0.0234,0.904,110.009,4
spotify:track:76FZM38RC8XaAjJ77CVTNe,"Into You","Dangerous Woman","Ariana Grande",2016-04-01,244453,84,false,,2025-05-24T23:51:16Z,"pop","Universal Records",0.623,0.734,9,-5.948,1,0.107,0.0162,0.00000175,0.145,0.37,107.853,4
spotify:track:6GfIzEckbU1Mub6q02mfED,"Erika - German Stolzbass Mix","Erika (German Stolzbass Mix)","WELKENBVRG",2023-11-02,137600,49,false,,2025-03-31T15:38:23Z,"","Meme Remixes",0.624,0.899,0,-3.816,1,0.0673,0.00237,0.645,0.228,0.698,149.99,4
spotify:track:0dimwLCNAWr0iPUOJOW3vF,"Delulu (feat. Nenny & MC PH)","FIM DO NADA","Mizzy Miles,Nenny,MC PH",2025-01-31,212200,46,false,,2025-02-15T16:34:57Z,"hip-hop português,punta,quizomba,funk,funk consciente,trap funk,funk brasileiro,trap brasileiro","Sony Music Entertainment",0.612,0.698,6,-4.978,0,0.0642,0.339,0,0.157,0.17,127.857,4
